Certification,View,Comment_num,Date,Name,Fans,Video_Index,Comment_Text,Censor_Score,Topic,Certification_Type
0,183000,2810,"(2019, 3, 22)",观视频工作室,3926436,144,不见得所有手机都是三星oled好吧,10,China Progress,None
1,484000,817,"(2024, 5, 24)",鹿头军师,491289,106,哈哈哈引用他的言论up很强悍啊,2,China Progress,Famous Content Creator
0,1440000,39000,"(2024, 4, 9)",风中火音扬,37144,150,一代人有一代人的长征，继承先辈，吾辈自强,10,China Progress,None
0,183000,2810,"(2019, 3, 22)",观视频工作室,3926436,144,装逼看总量,5,China Progress,None
1,1282000,7906,"(2020, 4, 23)",8KRAW,1089897,91,每天一遍,9,China Progress,Famous Content Creator
1,363000,4505,"(2019, 10, 1)",紫银风,300756,19,童年,5,China Progress,Famous Content Creator
0,930000,8705,"(2024, 6, 8)",钟爷历史1,74941,96,对对对,8,China Progress,None
0,562000,595,"(2020, 9, 18)",沉默的梵妮,915,99,部分借用一下，谢谢,5,China Progress,None
2,870000,8510,"(2023, 9, 5)",柏年说,900495,65,中美之间难道完全等于当年中日之间只是“战争”嘛,9,China Progress,Influencer
0,1537000,22000,"(2019, 9, 16)",大权Moment,15401,109,中华人民共和国万岁！,5,China Progress,None
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,河南地是指黄河几字弯最上面的河套地区,7,China Progress,None
0,119000,397,"(2024, 3, 14)",实习证明小九老师,45385,140,谁能拒绝族谱单开一页呢,10,China Progress,None
2,483000,1682,"(2021, 10, 18)",卢克文工作室,4368515,6,包头钢铁核工业,6,China Progress,Influencer
0,183000,2810,"(2019, 3, 22)",观视频工作室,3926436,144,目光短浅，综合国力的提升才能促进科研水平,7,China Progress,None
2,483000,1682,"(2021, 10, 18)",卢克文工作室,4368515,6,分析得真不错,3,China Progress,Influencer
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,战术挠头,7,China Progress,Media
2,909000,2455,"(2022, 11, 11)",卢克文工作室,4368529,160,西方制裁让我们就玩新的方式。让他们制裁。失去威胁。,4,China Progress,Influencer
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,崔永元出来挨打,7,China Progress,Media
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,2333333333333333,10,China Progress,Media
4,630000,1806,"(2020, 11, 25)",共青团中央,11416635,175,共青团团徽我也有一个,6,China Progress,Government
0,100000,875,"(2023, 3, 17)",车轮哥Wheelsboy,180573,173,蔚来比其他几个都牛批,8,China Progress,None
5,1614000,2159,"(2022, 10, 15)",人民日报,16202447,137,古画赋予新内涵,1,China Progress,Media
1,727000,1227,"(2024, 12, 13)",鹿头军师,491292,128,有,2,China Progress,Famous Content Creator
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,这灯光是反派灯光,5,China Progress,Media
0,247000,383,"(2024, 6, 5)",卢麒元演说,348735,130,鱼乐圈：阴阳合同~,9,China Progress,None
2,483000,1682,"(2021, 10, 18)",卢克文工作室,4368515,6,水泥叫红毛泥,1,China Progress,Influencer
0,1537000,22000,"(2019, 9, 16)",大权Moment,15401,109,站立起来了,5,China Progress,None
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,公 知 护 国,9,China Progress,Media
0,125000,187,"(2023, 9, 17)",黔西南州张荣鑫,1140,92,叠,3,China Progress,None
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,美苏60年代也联合想坑中国。归根结底，美国不要脸，苏联大国沙文主义严重，中国想站着把饭吃了,10,China Progress,Media
0,530000,748,"(2025, 2, 4)",十厂长啊,63663,113,那哪叫抢呢？那叫借,6,China Progress,None
5,322000,1734,"(2024, 12, 22)",新华社,17773584,42,前方高能预警,8,China Progress,Media
0,1537000,22000,"(2019, 9, 16)",大权Moment,15401,109,血战到底,7,China Progress,None
0,366000,2220,"(2023, 8, 27)",蜀游,12737,55,外国人难道不了解中国历朝历代的辉煌吗？只认为清末是中国本来的样子？？,5,China Progress,None
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,有一说一  美国人的钱我们必须得赚,7,China Progress,Media
5,265000,378,"(2023, 10, 1)",央视新闻,20927290,28,遥遥领先,4,China Progress,Media
1,727000,1227,"(2024, 12, 13)",鹿头军师,491292,128,好好好，终于来了,1,China Progress,Famous Content Creator
1,1282000,7906,"(2020, 4, 23)",8KRAW,1089897,91,看不过来啊,6,China Progress,Famous Content Creator
5,404000,449,"(2022, 10, 17)",央视新闻,20927290,24,威武,6,China Progress,Media
1,671000,2763,"(2025, 1, 19)",军武志,1415364,45,最早的夹头日韩，,6,China Progress,Famous Content Creator
4,630000,1806,"(2020, 11, 25)",共青团中央,11416635,175,哈哈哈,1,China Progress,Government
2,421000,5394,"(2020, 11, 3)",花猫哥哥713,208049,1,2021  来啊 鹰酱……把这个条约续上,9,China Progress,Influencer
2,421000,5394,"(2020, 11, 3)",花猫哥哥713,208049,1,加油,6,China Progress,Influencer
2,870000,8510,"(2023, 9, 5)",柏年说,900495,65,那几年确实可以，4万亿搞基建，我爸干工地的那年赚的是最多的一年,8,China Progress,Influencer
9,47000,86,"(2025, 1, 3)",杜文龙,79469,115,张姓老头:老杜头，该你上了，战忽已退战..,4,China Progress,Public Figure
5,1537000,5771,"(2021, 6, 26)",人民网,3995321,4,原来才一百年都不到啊，那一百年两百年之后是什么样呢？,9,China Progress,Media
0,33000,326,"(2021, 9, 21)",西毒财经,9927,83,说挂号的有病？汽车坏了是先给钱在检查吗？,9,China Progress,None
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,人呢？,9,China Progress,Media
5,322000,1734,"(2024, 12, 22)",新华社,17773584,42,厉害了我的国厉害了刘宇宁，棒棒哒,8,China Progress,Media
0,366000,2220,"(2023, 8, 27)",蜀游,12737,55,曾经我的父母也是这么风华正茂,6,China Progress,None
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,他来了,6,China Progress,None
2,870000,8510,"(2023, 9, 5)",柏年说,900495,65,跟抗日战争的先烈相比去说累？中国和美国的那些跟班不是一回事,9,China Progress,Influencer
0,1537000,22000,"(2019, 9, 16)",大权Moment,15401,109,血战到底,8,China Progress,None
0,930000,8705,"(2024, 6, 8)",钟爷历史1,74941,96,普天之下莫非王土,8,China Progress,None
2,483000,1682,"(2021, 10, 18)",卢克文工作室,4368515,6,你格局有了·············,4,China Progress,Influencer
2,909000,2455,"(2022, 11, 11)",卢克文工作室,4368529,160,前面的，不求生，你给我求死看看？,7,China Progress,Influencer
0,183000,2810,"(2019, 3, 22)",观视频工作室,3926436,144,犹太人很多大佬掌握了美国经济命脉，以色列就如美国的大表哥，没美国照着，早被阿拉伯国家灭了,7,China Progress,None
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,所以说挺牛逼的，也就是,9,China Progress,None
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,周800年,4,China Progress,None
2,909000,2455,"(2022, 11, 11)",卢克文工作室,4368529,160,可能？,8,China Progress,Influencer
1,731000,1975,"(2023, 7, 31)",LUNA璐娜,160800,31,哈哈哈哈哈哈哈,1,China Progress,Famous Content Creator
0,562000,595,"(2020, 9, 18)",沉默的梵妮,915,99,礼貌借用,6,China Progress,None
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,吕布拿什么和霸王比啊。。小说里杜撰的,6,China Progress,None
4,119000,44,"(2023, 3, 1)",共青团中央,11416635,172,四十多年,3,China Progress,Government
0,250000,3438,"(2019, 5, 3)",熙莫殇,3049,151,前面的，动漫就是长篇动画+动画电影+动态漫画,6,China Progress,None
2,421000,5394,"(2020, 11, 3)",花猫哥哥713,208049,1,破而后立,9,China Progress,Influencer
1,363000,4505,"(2019, 10, 1)",紫银风,300756,19,就是这部电影，让我再次想起了我年幼时心中的第一个英雄，他回来了,8,China Progress,Famous Content Creator
1,363000,4505,"(2019, 10, 1)",紫银风,300756,19,好的动画作品很大一部分不上电视，只通过网络传播,7,China Progress,Famous Content Creator
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,国人和犹太人不能比  做生意是两个概念的,5,China Progress,Media
0,530000,748,"(2025, 2, 4)",十厂长啊,63663,113,所以才要反霸权啊 老美挡着 怎么跨阶级,7,China Progress,None
2,909000,2455,"(2022, 11, 11)",卢克文工作室,4368529,160,？,1,China Progress,Influencer
1,334000,1941,"(2023, 8, 26)",硬核资本论,2243691,60,没有啊，30年前平均一碗拉面2块，便宜的一块五，贵的两块五，这个我绝对没记错,5,China Progress,Famous Content Creator
5,311000,136,"(2023, 3, 5)",人民日报,16202448,147,罗素很牛啊,4,China Progress,Media
2,419000,2062,"(2022, 12, 1)",远方的青木,484830,146,懂了，手工耿必将推动人类文明迈入下一级别doge,4,China Progress,Influencer
2,483000,1682,"(2021, 10, 18)",卢克文工作室,4368515,6,彩,7,China Progress,Influencer
0,1537000,22000,"(2019, 9, 16)",大权Moment,15401,109,祖国万岁,6,China Progress,None
1,350000,3268,"(2020, 11, 19)",战忽智库,1133194,122,鄙人善于写诗,7,China Progress,Famous Content Creator
1,251000,1056,"(2021, 10, 31)",一水遮夏,225699,56,海思人出来开公司的不少，薪火相传,6,China Progress,Famous Content Creator
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,有,4,China Progress,None
0,108000,565,"(2023, 5, 21)",父辈的旗帜_,14560,13,————————》>====༺☆༻====<《————————,6,China Progress,None
4,630000,1806,"(2020, 11, 25)",共青团中央,11416635,175,ohhhhhhhhhhh,6,China Progress,Government
2,909000,2455,"(2022, 11, 11)",卢克文工作室,4368529,160,掉眼泪的说明你的思维逻辑简单,6,China Progress,Influencer
2,870000,8510,"(2023, 9, 5)",柏年说,900495,65,美国靠印钱。。。,7,China Progress,Influencer
2,175000,852,"(2020, 9, 30)",花落成蚀,39767,114,我想去做饲养员 比办公室舒服 不用熬夜,9,China Progress,Influencer
0,183000,2810,"(2019, 3, 22)",观视频工作室,3926436,144,leileleile,6,China Progress,None
4,16000,44,"(2021, 10, 2)",广西共青团,248310,40,至少要一百年,3,China Progress,Government
1,363000,4505,"(2019, 10, 1)",紫银风,300756,19,你币有了,2,China Progress,Famous Content Creator
0,99000,880,"(2025, 2, 4)",吃瓜蒙主,178766,59,宅兹中国！,9,China Progress,None
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,就是重新定位世界经济格局的战略,6,China Progress,Media
1,350000,3268,"(2020, 11, 19)",战忽智库,1133194,122,张jian,7,China Progress,Famous Content Creator
0,183000,2810,"(2019, 3, 22)",观视频工作室,3926436,144,哈哈哈哈哈哈哈哈哈哈哈哈,5,China Progress,None
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,奋发青年,6,China Progress,Media
1,1282000,7906,"(2020, 4, 23)",8KRAW,1089897,91,广东排面！！！！,6,China Progress,Famous Content Creator
5,344000,187,"(2022, 10, 2)",人民日报,16202428,46,人民万岁,3,China Progress,Media
2,483000,1682,"(2021, 10, 18)",卢克文工作室,4368515,6,卢老师是70后？,3,China Progress,Influencer
1,671000,2763,"(2025, 1, 19)",军武志,1415364,45,说的太好了,10,China Progress,Famous Content Creator
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,东亚老大跟老二不是一个量级的，老二只能跟老三打一打,10,China Progress,Media
1,731000,1975,"(2023, 7, 31)",LUNA璐娜,160800,31,早就限人了，我以前在美企就憋屈得很,9,China Progress,Famous Content Creator
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,这口气憋不住了,7,China Progress,None
0,1537000,22000,"(2019, 9, 16)",大权Moment,15401,109,星星之火可以燎原,6,China Progress,None
4,630000,1806,"(2020, 11, 25)",共青团中央,11416635,175,战忽局，出来干活了,1,China Progress,Government
2,483000,1682,"(2021, 10, 18)",卢克文工作室,4368515,6,我拿你当兄弟。你却要当我爸。,10,China Progress,Influencer
2,175000,852,"(2020, 9, 30)",花落成蚀,39767,114,弹幕评论一些人既没有常识也没有知识 瞎杠,3,China Progress,Influencer
5,322000,1734,"(2024, 12, 22)",新华社,17773584,42,蒸蒸日上！,4,China Progress,Media
1,290000,1137,"(2025, 1, 5)",冯无畏,340492,129,钱老也说过类似的话，而且更早,10,China Progress,Famous Content Creator
1,251000,1056,"(2021, 10, 31)",一水遮夏,225699,56,美国太猛,9,China Progress,Famous Content Creator
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,来了一个组。,2,China Progress,None
1,1282000,7906,"(2020, 4, 23)",8KRAW,1089897,91,为什么女生好少,10,China Progress,Famous Content Creator
0,183000,2810,"(2019, 3, 22)",观视频工作室,3926436,144,研究可控核聚变,5,China Progress,None
0,366000,2220,"(2023, 8, 27)",蜀游,12737,55,我出生了,9,China Progress,None
5,404000,449,"(2022, 10, 17)",央视新闻,20927290,24,有啊,1,China Progress,Media
1,1282000,7906,"(2020, 4, 23)",8KRAW,1089897,91,老师好,10,China Progress,Famous Content Creator
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,傲娇了,5,China Progress,Media
1,727000,1227,"(2024, 12, 13)",鹿头军师,491292,128,原来是这么回事！时代的一粒尘如此沉重,9,China Progress,Famous Content Creator
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,梁山五虎将何在,3,China Progress,None
5,1614000,2159,"(2022, 10, 15)",人民日报,16202447,137,泪目,8,China Progress,Media
0,22000,181,"(2022, 11, 11)",国风学子沐子欣,32363,166,5,3,China Progress,None
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,耻辱啊,10,China Progress,None
0,48000,259,"(2024, 9, 21)",户晨风的切片站,4895,95,话是没错 但价格的确是略高了，外版卖贵点倒是情有可原,4,China Progress,None
1,350000,3268,"(2020, 11, 19)",战忽智库,1133194,122,全部汉人,6,China Progress,Famous Content Creator
1,671000,2763,"(2025, 1, 19)",军武志,1415364,45,国家的态度就是我的态度,6,China Progress,Famous Content Creator
0,23000,61,"(2025, 1, 25)",小可说ing,6065,85,哈哈哈,2,China Progress,None
4,630000,1806,"(2020, 11, 25)",共青团中央,11416635,175,手风琴带师,1,China Progress,Government
5,322000,1734,"(2024, 12, 22)",新华社,17773584,42,祝福祖国！！,6,China Progress,Media
0,100000,875,"(2023, 3, 17)",车轮哥Wheelsboy,180573,173,因为他们不了解,9,China Progress,None
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,刘裕人送外号“万人敌”历史上最能打的皇帝之一,10,China Progress,None
2,72000,1477,"(2022, 5, 25)",赛车手谢欣哲,244611,26,小马哥加油啊,4,China Progress,Influencer
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,一带一路不就是领导力的尝试吗,10,China Progress,Media
4,630000,1806,"(2020, 11, 25)",共青团中央,11416635,175,公知现在还在蹦跶吗？,10,China Progress,Government
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,神预言啊！！！！大佬！！！！,10,China Progress,Media
5,270000,501,"(2022, 5, 1)",央视新闻,20927331,171,致敬,3,China Progress,Media
0,1537000,22000,"(2019, 9, 16)",大权Moment,15401,109,您们。看到了吗!,5,China Progress,None
0,99000,880,"(2025, 2, 4)",吃瓜蒙主,178766,59,西方各国无不争罗马正统,5,China Progress,None
2,909000,2455,"(2022, 11, 11)",卢克文工作室,4368529,160,张捷就是个自媒体，本职是律师，根本不懂经济好吧，张口闭口美国，给他数据也看不懂，属于二流公知,8,China Progress,Influencer
0,23000,61,"(2025, 1, 25)",小可说ing,6065,85,Ai语音,5,China Progress,None
0,99000,880,"(2025, 2, 4)",吃瓜蒙主,178766,59,精准,8,China Progress,None
5,270000,501,"(2022, 5, 1)",央视新闻,20927331,171,敬礼,4,China Progress,Media
1,251000,1056,"(2021, 10, 31)",一水遮夏,225699,56,加仓干,5,China Progress,Famous Content Creator
0,119000,397,"(2024, 3, 14)",实习证明小九老师,45385,140,头香居士,9,China Progress,None
0,1440000,39000,"(2024, 4, 9)",风中火音扬,37144,150,横空出世,7,China Progress,None
1,350000,3268,"(2020, 11, 19)",战忽智库,1133194,122,然后自己独占，在臣子那装圣人,7,China Progress,Famous Content Creator
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,少康诛寒浞以中兴，朕夷司马未尝不可,3,China Progress,None
0,1537000,22000,"(2019, 9, 16)",大权Moment,15401,109,中华人民共和国万岁！！！！,8,China Progress,None
2,909000,2455,"(2022, 11, 11)",卢克文工作室,4368529,160,好强,9,China Progress,Influencer
2,483000,1682,"(2021, 10, 18)",卢克文工作室,4368515,6,巴音布鲁克,1,China Progress,Influencer
5,404000,449,"(2022, 10, 17)",央视新闻,20927290,24,边吃饭边看,8,China Progress,Media
0,99000,880,"(2025, 2, 4)",吃瓜蒙主,178766,59,所以北方汉语以河南为中心像外扩展 像南越（广东 广西）闽越（福建）被影响的就很小太远了 行政管理也弱,6,China Progress,None
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,琅琊王继位*2,6,China Progress,None
5,322000,1734,"(2024, 12, 22)",新华社,17773584,42,刘宇宁的旁白充满希望和力量,7,China Progress,Media
1,731000,1975,"(2023, 7, 31)",LUNA璐娜,160800,31,！！,4,China Progress,Famous Content Creator
0,250000,3438,"(2019, 5, 3)",熙莫殇,3049,151,这个歌曲是狐妖小红娘的。,5,China Progress,None
2,909000,2455,"(2022, 11, 11)",卢克文工作室,4368529,160,新中国太难了,8,China Progress,Influencer
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,兔子皮快藏不住了,9,China Progress,Media
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,"人不犯我我不犯人,人若犯我我必犯人",6,China Progress,Media
1,1282000,7906,"(2020, 4, 23)",8KRAW,1089897,91,人民英雄永垂不朽！,5,China Progress,Famous Content Creator
1,363000,4505,"(2019, 10, 1)",紫银风,300756,19,哈？唐老鸭和孙悟空？,10,China Progress,Famous Content Creator
5,305000,357,"(2021, 6, 25)",河南民生频道大参考,196515,33,全世界无产者联合起来,10,China Progress,Media
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,另外不管什么宗教就算原的在好在完整,6,China Progress,Media
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,商女不知亡国恨，隔江犹唱后庭花,6,China Progress,None
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,铁头娃,6,China Progress,Media
2,421000,5394,"(2020, 11, 3)",花猫哥哥713,208049,1,低级工业产品倾消地,8,China Progress,Influencer
0,58000,250,"(2021, 10, 21)",why星人来聊,13436,107,中国人加入外国籍后有贡献的,4,China Progress,None
2,175000,852,"(2020, 9, 30)",花落成蚀,39767,114,这个蛋蛋有点可爱,10,China Progress,Influencer
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,所以应该下基层是吧,9,China Progress,None
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,这种画风都是周朝中晚期了,10,China Progress,None
1,731000,1975,"(2023, 7, 31)",LUNA璐娜,160800,31,对手急，证明我们走对了,3,China Progress,Famous Content Creator
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,中华历史最强之人登场,8,China Progress,None
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,汉化组父子俩,3,China Progress,None
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,来了，,5,China Progress,None
1,731000,1975,"(2023, 7, 31)",LUNA璐娜,160800,31,中国还要称霸世界，完不成挑战怎么行,6,China Progress,Famous Content Creator
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,真死不少人哎,6,China Progress,None
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,中国太大历史太乱了,4,China Progress,None
2,483000,1682,"(2021, 10, 18)",卢克文工作室,4368515,6,别的都能理解，但意识形态真不理解，这玩意就和宗教一样是毒,2,China Progress,Influencer
0,15000,7,"(2024, 1, 3)",顾麟迟,47804,86,风林月影，启动！,9,China Progress,None
4,490000,429,"(2021, 5, 4)",共青团中央,11416633,131,永不言弃！,3,China Progress,Government
2,870000,8510,"(2023, 9, 5)",柏年说,900495,65,过两年就少了,6,China Progress,Influencer
0,1103000,14000,"(2025, 1, 25)",上角看历史,52724,139,我出生两年前,3,China Progress,None
0,1440000,39000,"(2024, 4, 9)",风中火音扬,37144,150,团结就是力量,5,China Progress,None
5,322000,1734,"(2024, 12, 22)",新华社,17773584,42,为奥运健儿加油,4,China Progress,Media
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,国足一直在纠错改变，只是没找对路子。,5,China Progress,Media
2,909000,2455,"(2022, 11, 11)",卢克文工作室,4368529,160,富裕不太现实，殷实就不错了,6,China Progress,Influencer
0,1440000,39000,"(2024, 4, 9)",风中火音扬,37144,150,我上线了,5,China Progress,None
5,1186000,26000,"(2018, 11, 28)",观察者网,7368386,167,全世界无产阶级联合起来！,6,China Progress,Media
0,183000,2810,"(2019, 3, 22)",观视频工作室,3926436,144,明示打钱哈哈,7,China Progress,None
0,930000,8705,"(2024, 6, 8)",钟爷历史1,74941,96,想多了，根本没把你美国当成咱们的目标,8,China Progress,None
0,930000,8705,"(2024, 6, 8)",钟爷历史1,74941,96,这也太夸张了,10,China Progress,None
1,874000,751,"(2024, 2, 4)",-战舰波将金-,594158,20,生产关系对生产力的优先性,3,China Progress,Famous Content Creator
2,483000,1682,"(2021, 10, 18)",卢克文工作室,4368515,6,就像我们吃两碗饭饱了，不能说第一碗饭可有可无，只吃第二碗就能饱,1,China Progress,Influencer
